peak_id|peak_name|alt_names|longitude|latitude|dms_longitude|dms_latitude
4552913762|Pangen Dopku|Pongen Dopku|85.6129635|28.1626803|85° 36′ 46.66860″ E|28° 09′ 45.64908″ N
4552913764|Dshabu Ri||85.6120982|28.180579|85° 36′ 43.55352″ E|28° 10′ 50.08440″ N
4560651050|Bhemlang Karpu|Bhemdang Karpo|85.687705|28.2726011|85° 41′ 15.73800″ E|28° 16′ 21.36396″ N
4560651051|Morimoto Peak|Bhemdang Ri|85.6635329|28.2721381|85° 39′ 48.71844″ E|28° 16′ 19.69716″ N
4560651053|Kibhyu Ri||85.5926475|28.3067629|85° 35′ 33.53100″ E|28° 18′ 24.34644″ N
4560651054|Luri Himal||85.4986723|28.2601195|85° 29′ 55.22028″ E|28° 15′ 36.43020″ N
4560651055|Ghenge|Lirung II|85.4711879|28.2477839|85° 28′ 16.27644″ E|28° 14′ 52.02204″ N
4571036073|Pemikhangchhen|Pemikangchen|88.5679119|27.5923156|88° 34′ 04.48284″ E|27° 35′ 32.33616″ N
4574489596|Samdruptse Hill||88.3833145|27.1818424|88° 22′ 59.93220″ E|27° 10′ 54.63264″ N
4625288254|Lakuri Bhanjyang||85.4129359|27.6185179|85° 24′ 46.56924″ E|27° 37′ 06.66444″ N
4763144380|Saribung Peak||84.1719123|28.885|84° 10′ 18.88428″ E|28° 53′ 06.00000″ N
4765460721|Chhiv Himal||84.1598835|28.8736293|84° 09′ 35.58060″ E|28° 52′ 25.06548″ N
4813044043|Muldai||83.7329484|28.420505|83° 43′ 58.61424″ E|28° 25′ 13.81800″ N
4919102857|Sunder Peak||86.6143533|27.8395099|86° 36′ 51.67188″ E|27° 50′ 22.23564″ N
4945061262|Ponkar Glacier||84.4619343|28.6475093|84° 27′ 42.96348″ E|28° 38′ 51.03348″ N
4975049405|Rani Bhir||87.6036794|27.05578|87° 36′ 13.24584″ E|27° 03′ 20.80800″ N
5008384110|Rathong||88.0897953|27.5946131|88° 05′ 23.26308″ E|27° 35′ 40.60716″ N
5008784650|Keyu Vir||85.0488722|27.6499869|85° 02′ 55.93992″ E|27° 38′ 59.95284″ N
5030618227|Gyemo Chen|Gipmochi|88.9000613|27.2739637|88° 54′ 00.22068″ E|27° 16′ 26.26932″ N
5030618228|Batang La||88.9207948|27.3272984|88° 55′ 14.86128″ E|27° 19′ 38.27424″ N
5031993173|Batang La||88.9186644|27.3290708|88° 55′ 07.19184″ E|27° 19′ 44.65488″ N
5089487876|Lungthung||88.7926701|27.2687552|88° 47′ 33.61236″ E|27° 16′ 07.51872″ N
5089487878|Dengchukla||88.8548794|27.297379|88° 51′ 17.56584″ E|27° 17′ 50.56440″ N
5101762235|Phalut||88.0156369|27.208077|88° 00′ 56.29284″ E|27° 12′ 29.07720″ N
5160535483|Mango Garden||81.3401763|28.2065476|81° 20′ 24.63468″ E|28° 12′ 23.57136″ N
5369192667|Chomolungma|Mount Everest,Everest|86.9248308|27.9878675|86° 55′ 29.39088″ E|27° 59′ 16.32300″ N
5420218656|Tongu Himal||83.5033761|28.8714693|83° 30′ 12.15396″ E|28° 52′ 17.28948″ N
5421301060|Honde Himal||83.4817274|28.8447954|83° 28′ 54.21864″ E|28° 50′ 41.26344″ N
5421301061|Mukot Himal||83.4802115|28.8170375|83° 28′ 48.76140″ E|28° 49′ 01.33500″ N
5421313853|Hongde||83.4967752|28.843187|83° 29′ 48.39072″ E|28° 50′ 35.47320″ N
5491969376|Khartaphu||86.977291|28.0641783|86° 58′ 38.24760″ E|28° 03′ 51.04188″ N
5491969377|Kharta Changri||86.9930195|28.1143246|86° 59′ 34.87020″ E|28° 06′ 51.56856″ N
5491969378|Dongfang||86.9664227|28.1127916|86° 57′ 59.12172″ E|28° 06′ 46.04976″ N
5491969379|Dongfang II||86.9527541|28.1123184|86° 57′ 09.91476″ E|28° 06′ 44.34624″ N
5491969380|Lixin||86.9164907|28.1129808|86° 54′ 59.36652″ E|28° 06′ 46.73088″ N
5554697988|Champa Devi||85.254074|27.6460132|85° 15′ 14.66640″ E|27° 38′ 45.64752″ N
5554703308|Jamacho||85.2670885|27.7451489|85° 16′ 01.51860″ E|27° 44′ 42.53604″ N
5554725036|Nagarkot||85.5199997|27.692055|85° 31′ 11.99892″ E|27° 41′ 31.39800″ N
5590154673|Kanja La Chuli||85.5761307|28.1575448|85° 34′ 34.07052″ E|28° 09′ 27.16128″ N
5590160646|P.5857||85.5204564|28.1552851|85° 31′ 13.64304″ E|28° 09′ 19.02636″ N
5592615619|Phurephu Ri||85.6600894|28.4341611|85° 39′ 36.32184″ E|28° 26′ 02.97996″ N
5592822022|Gangphu Ri||85.6459477|28.4446941|85° 38′ 45.41172″ E|28° 26′ 40.89876″ N
5592824867|Chalung Ri||85.4317195|28.658616|85° 25′ 54.19020″ E|28° 39′ 31.01760″ N
5612192693|Sita Chuchura||83.4838316|28.782078|83° 29′ 01.79376″ E|28° 46′ 55.48080″ N
5612192701|Pokarkang||84.226942|28.813321|84° 13′ 36.99120″ E|28° 48′ 47.95560″ N
5612192705|Mardi Himal||83.9275346|28.4737691|83° 55′ 39.12456″ E|28° 28′ 25.56876″ N
5612192706|Top Ridge|Malbas|83.355095|28.624828|83° 21′ 18.34200″ E|28° 37′ 29.38080″ N
5612192717|Kanjerolba||82.874156|29.232509|82° 52′ 26.96160″ E|29° 13′ 57.03240″ N
5612192720|Genjang|Jinjang|84.032194|28.7849|84° 01′ 55.89840″ E|28° 47′ 05.64000″ N
5612193323|Gundang||83.987022|28.761796|83° 59′ 13.27920″ E|28° 45′ 42.46560″ N
5612193327|Dolphukang||82.442442|29.445034|82° 26′ 32.79120″ E|29° 26′ 42.12240″ N
5612193348|Bhitribang||83.302549|28.356199|83° 18′ 09.17640″ E|28° 21′ 22.31640″ N
5612193349|Barun Dhuri||83.396524|28.530945|83° 23′ 47.48640″ E|28° 31′ 51.40200″ N
5612193350|Asnam Dhuri||83.444909|28.534122|83° 26′ 41.67240″ E|28° 32′ 02.83920″ N
5612193353|Amatsan Himal||84.1536332|28.8408625|84° 09′ 13.07952″ E|28° 50′ 27.10500″ N
5656532521|Mera Peak 1||86.8706164|27.7066825|86° 52′ 14.21904″ E|27° 42′ 24.05700″ N
5707897459|Ama Yangi|Ama Yangri,3771M|85.5692918|28.0142525|85° 34′ 09.45048″ E|28° 00′ 51.30900″ N
6041524609|Langpo Peak||88.1962277|27.8540227|88° 11′ 46.41972″ E|27° 51′ 14.48172″ N
6047549727|Gimmigela II||88.1779302|27.7467817|88° 10′ 40.54872″ E|27° 44′ 48.41412″ N
6047551173|Gimmigela I||88.1582994|27.7410061|88° 09′ 29.87784″ E|27° 44′ 27.62196″ N
6076327370|Mohare Danda|Mohare Dada|83.6793431|28.371351|83° 40′ 45.63516″ E|28° 22′ 16.86360″ N
6123605203|Puchchhardanda||83.8088555|28.8164906|83° 48′ 31.87980″ E|28° 48′ 59.36616″ N
6123605768|Dhangladanda||83.8237862|28.8090215|83° 49′ 25.63032″ E|28° 48′ 32.47740″ N
6184730891|Koktang||88.0794839|27.5632456|88° 04′ 46.14204″ E|27° 33′ 47.68416″ N
6185556319|Ganesh VII||85.1867974|28.3916458|85° 11′ 12.47064″ E|28° 23′ 29.92488″ N
6185556320|Ganesh VI||85.0614738|28.3697277|85° 03′ 41.30568″ E|28° 22′ 11.01972″ N
6185556321|Langbo Kangri||85.1572973|28.4974898|85° 09′ 26.27028″ E|28° 29′ 50.96328″ N
6185556322|Ganesh II|Ganesh Nw|85.0551861|28.3789024|85° 03′ 18.66996″ E|28° 22′ 44.04864″ N
6333301847|Chandragiri Hill||85.2054264|27.666021|85° 12′ 19.53504″ E|27° 39′ 57.67560″ N
6336917992|Swayambhu Hill||85.2904144|27.7149339|85° 17′ 25.49184″ E|27° 42′ 53.76204″ N
6336921181|Halchok Danda||85.2763537|27.7183013|85° 16′ 34.87332″ E|27° 43′ 05.88468″ N
6336971048|Dahachok Danda||85.2234157|27.7178942|85° 13′ 24.29652″ E|27° 43′ 04.41912″ N
6415692718|Jobo Rinjang||86.5664238|28.0434251|86° 33′ 59.12568″ E|28° 02′ 36.33036″ N
6415692719|Lunag Ri||86.5500784|28.0535945|86° 33′ 00.28224″ E|28° 03′ 12.94020″ N
6480244406|Chamju||88.8648475|27.197821|88° 51′ 53.45100″ E|27° 11′ 52.15560″ N
6482141397|11901Ft||88.9479237|27.227441|88° 56′ 52.52532″ E|27° 13′ 38.78760″ N
6507400396|Kalobheer||86.2465905|27.6667379|86° 14′ 47.72580″ E|27° 40′ 00.25644″ N
6511569348|Cherdung||86.2548815|27.6794288|86° 15′ 17.57340″ E|27° 40′ 45.94368″ N
6513363674|Peak||81.4149244|29.050458|81° 24′ 53.72784″ E|29° 03′ 01.64880″ N
6521431768|Cherya Malika||82.1707405|29.3247751|82° 10′ 14.66580″ E|29° 19′ 29.19036″ N
6521451992|Basi Malika||82.3596507|29.2388877|82° 21′ 34.74252″ E|29° 14′ 19.99572″ N
6521454141|Mahata Peak||82.1867544|29.3213513|82° 11′ 12.31584″ E|29° 19′ 16.86468″ N
6749657543|Gumba 1||81.7247979|29.9912915|81° 43′ 29.27244″ E|29° 59′ 28.64940″ N
6774733892|Salle||82.4518984|28.6379194|82° 27′ 06.83424″ E|28° 38′ 16.50984″ N
6985245734|Pipalbot||81.2913153|29.1902366|81° 17′ 28.73508″ E|29° 11′ 24.85176″ N
